gene1	gene2	rho	p.value	FDR	limited
294	Calb1	Fezf2	-0.302151434346762	1.7999982000018e-05	0.00039036324600039	FALSE
295	Cyb561	Ncald	0.30200866888365	1.7999982000018e-05	0.00039036324600039	FALSE
296	Enpp2	Cplx1	-0.301782165985442	1.7999982000018e-05	0.00039036324600039	FALSE
297	Fam163b	Meg3	-0.300994210448647	1.7999982000018e-05	0.00039036324600039	FALSE
298	Rgs11	Napb	-0.299691475597745	1.999998000002e-05	0.000430835689565648	FALSE
299	3110035E14Rik	Rn45s	-0.299666766190668	1.999998000002e-05	0.000430835689565648	FALSE
300	BC005764	Cplx1	-0.298428550347133	2.3999976000024e-05	0.000511867037801836	FALSE
301	Cnih3	Igfbp4	-0.298196556469575	2.3999976000024e-05	0.000511867037801836	FALSE
302	Cpne6	Dkk3	-0.297814933404716	2.3999976000024e-05	0.000511867037801836	FALSE
303	Gap43	Eif4h	0.300874781647774	2.5999974000026e-05	0.000521700412879026	FALSE
304	Apoe	Rn45s	0.300531595438369	2.5999974000026e-05	0.000521700412879026	FALSE
305	Bmp1	Miat	0.300431385065222	2.5999974000026e-05	0.000521700412879026	FALSE
306	Ap1b1	Rnf187	0.300099180814518	2.5999974000026e-05	0.000521700412879026	FALSE
307	Col6a1	3110035E14Rik	0.299559692093333	2.5999974000026e-05	0.000521700412879026	FALSE
308	Flna	Snhg11	0.299279652146458	2.5999974000026e-05	0.000521700412879026	FALSE
309	5031439G07Rik	Leng8	0.299264551953244	2.5999974000026e-05	0.000521700412879026	FALSE
310	Malat1	Leng8	0.298991375730558	2.5999974000026e-05	0.000521700412879026	FALSE
311	Pcp4	Gap43	0.298959802599292	2.5999974000026e-05	0.000521700412879026	FALSE
312	Nrsn1	Prkar1b	0.298878810653873	2.5999974000026e-05	0.000521700412879026	FALSE
313	Robo3	Lamp5	0.298385995257167	2.5999974000026e-05	0.000521700412879026	FALSE
314	Tmem145	Snhg11	0.297514302285277	2.5999974000026e-05	0.000521700412879026	FALSE
315	Meg3	Rn45s	0.297317999773497	2.5999974000026e-05	0.000521700412879026	FALSE
316	Plekhb2	Ncald	0.297173861565547	2.5999974000026e-05	0.000521700412879026	FALSE
317	Adora1	Tubb4a	0.297172488820709	2.5999974000026e-05	0.000521700412879026	FALSE
318	Tollip	Cplx1	0.296896567108347	2.5999974000026e-05	0.000521700412879026	FALSE
319	Pcp4	Lamp5	-0.296834793590654	2.5999974000026e-05	0.000521700412879026	FALSE
320	Bmp1	Ncald	-0.296781256541987	2.5999974000026e-05	0.000521700412879026	FALSE
321	Nefl	Rasl11b	0.2966467275479	2.5999974000026e-05	0.000521700412879026	FALSE
322	Pigq	Eng	0.296435324842906	2.7999972000028e-05	0.000549840913573721	FALSE
323	Tollip	Malat1	-0.296317268786871	2.7999972000028e-05	0.000549840913573721	FALSE
324	Sprn	Napb	0.29631177780752	2.7999972000028e-05	0.000549840913573721	FALSE
325	Rasl11b	Prkar1b	0.296078411185125	2.7999972000028e-05	0.000549840913573721	FALSE
326	Rnf187	Clip3	0.295578732064231	2.7999972000028e-05	0.000549840913573721	FALSE
327	Rnf187	Snhg11	-0.295264373496416	2.7999972000028e-05	0.000549840913573721	FALSE
328	Calb1	Sez6	-0.295183381550996	2.7999972000028e-05	0.000549840913573721	FALSE
329	Cnih3	Clip3	0.294900596114446	3.1999968000032e-05	0.000606211158494724	FALSE
330	Calb1	Cpne6	0.294871768472856	3.1999968000032e-05	0.000606211158494724	FALSE
331	Nefl	Eif4h	0.294286979172029	3.1999968000032e-05	0.000606211158494724	FALSE
332	Tollip	Plekhb2	0.293531969511337	3.1999968000032e-05	0.000606211158494724	FALSE
333	Cnih3	Dnajc5	0.2926877314362	3.1999968000032e-05	0.000606211158494724	FALSE
334	Lamp5	Cpne6	0.29257242086984	3.1999968000032e-05	0.000606211158494724	FALSE
335	Gaa	Faah	0.292551829697275	3.1999968000032e-05	0.000606211158494724	FALSE
336	Fam163b	Ncdn	0.292196288784331	3.1999968000032e-05	0.000606211158494724	FALSE
337	Gaa	Ncdn	0.291567571648701	3.1999968000032e-05	0.000606211158494724	FALSE
338	Igfbp4	Nrsn1	-0.291526389303572	3.1999968000032e-05	0.000606211158494724	FALSE
339	Nptx1	Hpcal4	0.290701369656162	3.1999968000032e-05	0.000606211158494724	FALSE
340	Snhg11	Clip3	-0.290654696331683	3.1999968000032e-05	0.000606211158494724	FALSE
341	Cckbr	Nptx1	0.290494085185681	3.3999966000034e-05	0.000625696517160626	FALSE
342	Sprn	2900011O08Rik	0.290489966951168	3.3999966000034e-05	0.000625696517160626	FALSE
343	Fezf2	Nefl	0.290371910895133	3.3999966000034e-05	0.000625696517160626	FALSE
344	2900011O08Rik	Rasl11b	0.290277191501337	3.3999966000034e-05	0.000625696517160626	FALSE
345	Aamp	Snhg11	-0.289983424106086	3.3999966000034e-05	0.000625696517160626	FALSE
346	5031439G07Rik	Mfsd10	0.289714366117912	3.3999966000034e-05	0.000625696517160626	FALSE
347	Hpcal4	Ncdn	0.289707502393724	3.3999966000034e-05	0.000625696517160626	FALSE
348	Leng8	Tmem145	0.289243514638608	3.3999966000034e-05	0.000625696517160626	FALSE
349	Aamp	Rnf187	0.289010148016212	3.3999966000034e-05	0.000625696517160626	FALSE
350	Pcp4	Sez6	0.2888783645118	3.3999966000034e-05	0.000625696517160626	FALSE
351	Plekhb2	Rn45s	-0.289590819082526	3.5999964000036e-05	0.000653171177814738	FALSE
352	Robo3	Cpne9	0.288817963738945	3.5999964000036e-05	0.000653171177814738	FALSE
353	Ncald	Clip3	0.288557142219797	3.5999964000036e-05	0.000653171177814738	FALSE
354	Fam163b	Crip2	0.288332012066427	3.5999964000036e-05	0.000653171177814738	FALSE
355	Cyb561	Fxyd6	0.288189246603314	3.5999964000036e-05	0.000653171177814738	FALSE
356	Ncald	Ncdn	0.287946270767055	3.7999962000038e-05	0.00068368088056493	FALSE
357	Aamp	Eif4h	0.287782914131378	3.7999962000038e-05	0.00068368088056493	FALSE
358	Fam163b	Ncald	0.287443846156486	3.7999962000038e-05	0.00068368088056493	FALSE
359	Fxyd6	Hpcal4	0.287102032691918	3.999996000004e-05	0.000713683496842819	FALSE
360	Cnih3	Adora1	0.287092423478055	3.999996000004e-05	0.000713683496842819	FALSE
361	Ndn	Rnf187	0.287063595836465	3.999996000004e-05	0.000713683496842819	FALSE
362	Adora1	Meg3	-0.287266762072433	4.1999958000042e-05	0.000745238924182563	FALSE
363	Cpne6	Nptx2	-0.286771201186052	4.1999958000042e-05	0.000745238924182563	FALSE
364	Bmp1	Malat1	0.285937945069615	4.3999956000044e-05	0.000765955990800766	FALSE
365	Sprn	Snap47	0.285751251771699	4.3999956000044e-05	0.000765955990800766	FALSE
366	Cyr61	Arc	0.285011342304221	4.3999956000044e-05	0.000765955990800766	FALSE
367	Fezf2	Tubb4a	0.284846612923706	4.3999956000044e-05	0.000765955990800766	FALSE
368	Lrrtm1	Fos	0.284835630965005	4.3999956000044e-05	0.000765955990800766	FALSE
369	Plekhb2	Fam131a	0.284753266274748	4.3999956000044e-05	0.000765955990800766	FALSE
370	Malat1	Rn45s	0.283966683482791	4.3999956000044e-05	0.000765955990800766	FALSE
371	Sirt7	Ncdn	-0.28400786582792	4.5999954000046e-05	0.000794331645346639	FALSE
372	Ncald	Prkar1b	0.283607024335334	4.5999954000046e-05	0.000794331645346639	FALSE
373	Ncald	Dnajc5	0.282497846506536	4.5999954000046e-05	0.000794331645346639	FALSE
374	Fxyd6	Snhg11	-0.283261092636254	4.7999952000048e-05	0.000824447175552824	FALSE
375	Mfsd10	Adam11	0.282357826533098	4.7999952000048e-05	0.000824447175552824	FALSE
376	Pcp4	Enpp2	-0.282750431556658	4.999995000005e-05	0.000851983275000852	FALSE
377	Pcp4	Slc30a3	-0.28246078239592	4.999995000005e-05	0.000851983275000852	FALSE
378	Calb1	Cnih3	-0.282254870670277	4.999995000005e-05	0.000851983275000852	FALSE
379	Meg3	Nefl	-0.281657726665912	5.1999948000052e-05	0.000879085735087493	FALSE
380	Adora1	Rasl11b	0.281519079437312	5.1999948000052e-05	0.000879085735087493	FALSE
381	Enpp2	Igfbp4	0.281462796898969	5.1999948000052e-05	0.000879085735087493	FALSE
382	Cnih3	2900011O08Rik	0.281033127764794	5.3999946000054e-05	0.000910506942896198	FALSE
383	Fxyd6	Eif4h	0.280901344260382	5.5999944000056e-05	0.000936871790400937	FALSE
384	Fam163b	2900011O08Rik	0.280397546904975	5.5999944000056e-05	0.000936871790400937	FALSE
385	Rasl11b	Snap47	0.280195753413845	5.5999944000056e-05	0.000936871790400937	FALSE
386	Gaa	Plekhb2	0.279820994073174	5.7999942000058e-05	0.000967817685032056	FALSE
387	Aamp	Nefl	0.27958076372659	5.999994000006e-05	0.000973449908162183	FALSE
388	Hpcal4	Clip3	0.279567036278214	5.999994000006e-05	0.000973449908162183	FALSE
389	Malat1	Fcho1	0.279405052387375	5.999994000006e-05	0.000973449908162183	FALSE
390	Galnt9	Tmem145	-0.279347397104195	5.999994000006e-05	0.000973449908162183	FALSE
391	Lamp5	Igfbp4	0.279259541434587	5.999994000006e-05	0.000973449908162183	FALSE
392	Dkk3	Ncald	0.279203258896244	5.999994000006e-05	0.000973449908162183	FALSE
393	Fxyd6	Ndn	0.279109912247286	5.999994000006e-05	0.000973449908162183	FALSE
394	Nefl	Gap43	0.27889988228713	5.999994000006e-05	0.000973449908162183	FALSE
395	Ndn	2900011O08Rik	0.278882036604241	5.999994000006e-05	0.000973449908162183	FALSE
396	Malat1	Slc3a2	0.278866936411027	5.999994000006e-05	0.000973449908162183	FALSE
397	Apoe	C1qb	0.278720052713402	5.999994000006e-05	0.000973449908162183	FALSE
398	3110035E14Rik	Ncald	0.278575914505451	6.1999938000062e-05	0.000998354001645998	FALSE
399	5031439G07Rik	Sez6	0.278575914505451	6.1999938000062e-05	0.000998354001645998	FALSE
400	Slc30a3	Tmem145	0.278445503745877	6.1999938000062e-05	0.000998354001645998	FALSE
401	Cpne6	Crip2	0.2777165762371	6.5999934000066e-05	0.0010522415220159	FALSE
402	Napb	Chgb	0.277564201560124	6.5999934000066e-05	0.0010522415220159	FALSE
403	Lamp5	Bmp1	0.277186696729779	6.5999934000066e-05	0.0010522415220159	FALSE
404	Fam163b	Prkar1b	0.27599103597621	6.5999934000066e-05	0.0010522415220159	FALSE
405	Arc	Rasl11b	0.275139934176885	6.7999932000068e-05	0.0010682623463718	FALSE
406	Col6a1	Rgs11	0.275131697707859	6.7999932000068e-05	0.0010682623463718	FALSE
407	Plekhb2	Gap43	0.27485989423001	6.7999932000068e-05	0.0010682623463718	FALSE
408	Ccl4	Il1a	0.274832439333258	6.7999932000068e-05	0.0010682623463718	FALSE
409	Fcho1	Trim46	0.274832439333258	6.7999932000068e-05	0.0010682623463718	FALSE
410	Rasl11b	Napb	0.274826948353907	6.7999932000068e-05	0.0010682623463718	FALSE
411	Plekhb2	Tubb4a	0.274504353317066	7.1999928000072e-05	0.00112834923661427	FALSE
412	2900011O08Rik	Dnajc5	0.273926427740428	7.3999926000074e-05	0.00115687748389922	FALSE
413	Galnt9	Cpne9	-0.277366526303507	7.5999924000076e-05	0.00118526757986559	FALSE
414	Gap43	Rn45s	-0.276308140033701	7.7999922000078e-05	0.00121059637976507	FALSE
415	Mfsd10	Snhg11	0.273738361697674	7.7999922000078e-05	0.00121059637976507	FALSE
416	Cyr61	Dnajc5	-0.276173611039614	7.999992000008e-05	0.00123568221755519	FALSE
417	Tollip	Meg3	-0.275667068194532	7.999992000008e-05	0.00123568221755519	FALSE
418	Ctsz	Cplx1	0.272641538572414	8.1999918000082e-05	0.00126354419100126	FALSE
419	Meg3	Gap43	-0.275230535336168	8.3999916000084e-05	0.00128513885737896	FALSE
420	2900011O08Rik	Rn45s	-0.275078160659192	8.3999916000084e-05	0.00128513885737896	FALSE
421	Meg3	Adam11	0.272501518598977	8.3999916000084e-05	0.00128513885737896	FALSE
422	BC005764	Dkk3	-0.274855775995497	8.5999914000086e-05	0.00130642793885508	FALSE
423	Tollip	Ap1b1	0.272029294374835	8.5999914000086e-05	0.00130642793885508	FALSE
424	Mfsd10	Meg3	0.271875546953021	8.5999914000086e-05	0.00130642793885508	FALSE
425	Dnajc5	Meg3	-0.274010165175523	8.999991000009e-05	0.00136397510661313	FALSE
426	Enpp2	Slc30a3	0.270818533428053	9.1999908000092e-05	0.00138775505252598	FALSE
427	Sez6	Foxp2	0.270677140709778	9.1999908000092e-05	0.00138775505252598	FALSE
428	Rnf187	Rn45s	-0.27281724991163	9.5999904000096e-05	0.00143798925968516	FALSE
429	Rgs11	Hpcal4	-0.272210496693401	9.5999904000096e-05	0.00143798925968516	FALSE
430	Tollip	2900011O08Rik	0.26942931565238	9.5999904000096e-05	0.00143798925968516	FALSE
431	Rnf187	Leng8	-0.271856328525295	9.99999000001e-05	0.00148409989838858	FALSE
432	Flna	Meg3	0.268854135565416	9.99999000001e-05	0.00148409989838858	FALSE
433	Lamp5	Fam131a	0.268789616558048	9.99999000001e-05	0.00148409989838858	FALSE
434	Cck	Eif4h	0.268670187757175	9.99999000001e-05	0.00148409989838858	FALSE
435	Tollip	Snhg11	-0.271665516992865	0.000101999898000102	0.00150683794270334	FALSE
436	Fxyd6	Snap47	0.268462903286694	0.000101999898000102	0.00150683794270334	FALSE
437	Rgs11	Mfsd10	0.267990679062552	0.000103999896000104	0.00153286803234936	FALSE
438	Col6a1	Slc30a3	-0.270388864293877	0.00010999989000011	0.00161391638152781	FALSE
439	Snhg11	Crip2	-0.270291399410406	0.00010999989000011	0.00161391638152781	FALSE
440	Fezf2	Tmem145	-0.269893303407496	0.000111999888000112	0.00163580788800164	FALSE
441	Meg3	Cck	-0.269742301475357	0.000111999888000112	0.00163580788800164	FALSE
442	Malat1	Nrsn1	-0.269502071128774	0.000113999886000114	0.00166125173241343	FALSE
443	Hpcal4	Dnajc5	0.267058585317808	0.000115999884000116	0.00168278210100168	FALSE
444	Slc30a3	Lrrtm1	0.267002302779465	0.000115999884000116	0.00168278210100168	FALSE
445	Sirt7	Rnf187	-0.268527422294063	0.000117999882000118	0.0017079488538489	FALSE
446	Robo3	Cnih3	-0.268262482540402	0.00011999988000012	0.00172912578765274	FALSE
447	Cnih3	Prkar1b	0.266708535384214	0.00011999988000012	0.00172912578765274	FALSE
448	Cyb561	Aamp	0.266096291186635	0.000125999874000126	0.00180749485174791	FALSE
449	Ap1b1	Snap47	0.265987844344463	0.000125999874000126	0.00180749485174791	FALSE
450	Sprn	Fam131a	0.265422273471363	0.000127999872000128	0.00183210483456183	FALSE
451	5031439G07Rik	Limk2	0.264764728694142	0.00012999987000013	0.00185660568219698	FALSE
452	Col6a1	Lrrtm1	-0.26618002862173	0.000131999868000132	0.00188099811900188	FALSE
453	Fcho1	Tubb4a	-0.264874548281152	0.00013999986000014	0.00199059403589603	FALSE
454	Fos	Snhg11	-0.264790810846057	0.000141999858000142	0.00201458388849981	FALSE
455	Leng8	Snap47	-0.264362514456719	0.000143999856000144	0.00203846829120204	FALSE
456	Bmp1	Cpne9	0.264059137847605	0.000145999854000146	0.00205773536020775	FALSE
457	Malat1	Dnajc5	-0.263607504796027	0.000145999854000146	0.00205773536020775	FALSE
458	Nr4a1	Pim3	0.263805180052645	0.00014999985000015	0.00210949570709818	FALSE
459	Adora1	Snap47	0.26355396774736	0.000151999848000152	0.00213296518729625	FALSE
460	Plekhb2	Dnajc5	0.263359037980418	0.000155999844000156	0.00218433694609784	FALSE
461	Fos	Miat	-0.261864118852248	0.000157999842000158	0.0022027640310022	FALSE
462	2900011O08Rik	Fcho1	-0.261855882383222	0.000157999842000158	0.0022027640310022	FALSE
463	Sirt7	Chgb	-0.260834560224032	0.00016999983000017	0.00236494363937601	FALSE
464	Flna	Miat	0.261984920397959	0.000171999828000172	0.0023824750368798	FALSE
465	Tollip	Tubb4a	0.261466022849338	0.000171999828000172	0.0023824750368798	FALSE
466	Cnih3	Ap1b1	0.261249129164994	0.000175999824000176	0.00242744082737716	FALSE
467	Pcp4	Bmp1	-0.260046604687237	0.000175999824000176	0.00242744082737716	FALSE
468	Calb1	Galnt9	-0.259135102115057	0.000181999818000182	0.0025048308285025	FALSE
469	Galnt9	Sez6	0.260761804747638	0.000183999816000184	0.00252695696131596	FALSE
470	Aldoc	Nrsn1	0.260374690703429	0.00018999981000019	0.00259827765649941	FALSE
471	Fxyd6	Fam131a	0.260300562482197	0.00018999981000019	0.00259827765649941	FALSE
472	Nr4a1	Snhg11	-0.258447356951408	0.000191999808000192	0.00261452592670029	FALSE
473	Rgs11	Ncald	-0.258315573446997	0.000191999808000192	0.00261452592670029	FALSE
474	Sez6	Adam11	0.260023268024998	0.000195999804000196	0.00266336442524317	FALSE
475	Mbp	Adora1	0.259281985812682	0.000201999798000202	0.00273742226257774	FALSE
476	Cck	Crip2	0.259036264486748	0.000203999796000204	0.00273742226257774	FALSE
477	Nefl	Clip3	0.258964881755192	0.000203999796000204	0.00273742226257774	FALSE
478	Gadd45g	Clip3	-0.257402698129978	0.000203999796000204	0.00273742226257774	FALSE
479	Leng8	Tubb4a	-0.25736151578485	0.000203999796000204	0.00273742226257774	FALSE
480	Lamp5	Cnih3	-0.257137758376317	0.000203999796000204	0.00273742226257774	FALSE
481	Enpp2	Rasl11b	-0.256875564112332	0.000205999794000206	0.00275851283400276	FALSE
482	Mbp	Nrsn1	0.258146725831969	0.000211999788000212	0.00281544460723581	FALSE
483	Cyb561	Snap47	0.257957287044377	0.000211999788000212	0.00281544460723581	FALSE
484	Slc3a2	Eif4h	-0.256441776743643	0.000211999788000212	0.00281544460723581	FALSE
485	Aamp	Meg3	-0.256342939115335	0.000211999788000212	0.00281544460723581	FALSE
486	Ap1b1	Ncdn	0.257441134985432	0.000213999786000214	0.00282453406071184	FALSE
487	Tollip	Prkar1b	0.257074612113787	0.000213999786000214	0.00282453406071184	FALSE
488	Sirt7	Prkar1b	-0.256205664631572	0.000213999786000214	0.00282453406071184	FALSE
489	Nptx1	Ephb6	0.256643570234774	0.000223999776000224	0.00295047557713178	FALSE
490	Pcp4	Col6a1	0.255892678808595	0.00022999977000023	0.00302332350728874	FALSE
491	Rgs11	5031439G07Rik	0.255454773205393	0.000237999762000238	0.00312211093084223	FALSE
492	Aldoc	C1qb	0.255115705230501	0.00023999976000024	0.00312922764000313	FALSE
493	Gadd45g	Tmem145	-0.253538421412074	0.00023999976000024	0.00312922764000313	FALSE
494	Rgs11	Dnajc5	-0.253261126954875	0.00023999976000024	0.00312922764000313	FALSE
495	Fam163b	Ephb6	0.254690154330838	0.000241999758000242	0.00314258153483782	FALSE
496	Arc	Cd6	0.254418350852989	0.000241999758000242	0.00314258153483782	FALSE
497	Malat1	Aamp	-0.252643391777945	0.00024999975000025	0.00323993639789056	FALSE
498	Fezf2	Dusp1	0.253959854077224	0.000251999748000252	0.00325929794552133	FALSE
499	2900011O08Rik	Gap43	0.25366745942681	0.000255999744000256	0.00328465010180408	FALSE
500	Rasl11b	Tubb4a	0.253664713937135	0.000255999744000256	0.00328465010180408	FALSE
501	Adora1	Napb	0.2535466578811	0.000255999744000256	0.00328465010180408	FALSE
502	Malat1	Sprn	-0.251972119552348	0.000255999744000256	0.00328465010180408	FALSE
503	Gaa	Malat1	-0.251574023549438	0.00025999974000026	0.0033293406070411	FALSE
504	Sez6	Slc3a2	0.253163662071403	0.000263999736000264	0.00336717287045089	FALSE
505	Robo3	Chst1	0.253022269353128	0.000263999736000264	0.00336717287045089	FALSE
506	Nrsn1	Nefl	0.252798511944596	0.000265999734000266	0.00337929839584953	FALSE
507	Gaa	Necab3	-0.251542450418172	0.000265999734000266	0.00337929839584953	FALSE
508	Cplx1	Nefl	0.252751838620117	0.000267999732000268	0.00339132863224701	FALSE
509	Aamp	Rn45s	-0.251449103769214	0.000267999732000268	0.00339132863224701	FALSE
510	5031439G07Rik	2900011O08Rik	-0.251420276127624	0.00026999973000027	0.00340993776653282	FALSE
511	Bmp1	Gap43	-0.251186909505229	0.000273999726000274	0.00345368343477058	FALSE
512	C1qb	Ranbp3	-0.251119645008185	0.000275999724000276	0.00347209809040191	FALSE
513	Plekhb2	Clip3	0.252587109239602	0.000277999722000278	0.00349044095400349	FALSE
514	Chgb	Ncdn	0.252355115362044	0.000283999716000284	0.00355883690808916	FALSE
515	Snhg11	Adam11	0.252124494229324	0.00028999971000029	0.00362696724681916	FALSE
516	Cplx1	2900011O08Rik	0.252017420131989	0.000291999708000292	0.00364490333184085	FALSE
517	Adora1	Cplx1	0.251606969425541	0.000293999706000294	0.00365569904700366	FALSE
518	Limk2	Mfsd10	0.251602851191028	0.000293999706000294	0.00365569904700366	FALSE
519	Dnajc5	Ncdn	0.251429885341487	0.000297999702000298	0.0036982968797378	FALSE
520	Igfbp4	Ptgds	0.251067480704355	0.000301999698000302	0.00374073087465374	FALSE
521	Rgs11	Rnf187	-0.249369395340218	0.000303999696000304	0.00375827647204982	FALSE
522	Flna	Ncdn	-0.24911406480042	0.000305999694000306	0.00377575484493481	FALSE
523	Snhg11	Fcho1	0.25089726034449	0.000307999692000308	0.00379316637891775	FALSE
524	Dnajc5	Fam131a	0.25083411408196	0.00030999969000031	0.00381051145666412	FALSE
525	Pcp4	Rnf187	0.250790186247156	0.000313999686000314	0.00384500375955898	FALSE
526	Gap43	Prkar1b	0.250519755514144	0.000313999686000314	0.00384500375955898	FALSE
527	Fam163b	Dnajc5	0.250279525167561	0.000315999684000316	0.00384755002768627	FALSE
528	C1qb	Rn45s	0.250228733608569	0.000315999684000316	0.00384755002768627	FALSE
529	Limk2	Pim3	0.250224615374056	0.000315999684000316	0.00384755002768627	FALSE
530	Nptx1	Rasl11b	0.249413323175022	0.00032999967000033	0.0040104299518342	FALSE
531	2900011O08Rik	Adam11	-0.248111961068956	0.000331999668000332	0.00401956740900402	FALSE
532	Slc30a3	3110035E14Rik	-0.248061169509965	0.000331999668000332	0.00401956740900402	FALSE
533	Hpcal4	Snap47	0.249270557711909	0.000333999666000334	0.0040361948381016	FALSE
534	Malat1	Nefl	-0.247668564486405	0.000335999664000336	0.00405275999218383	FALSE
535	Rnf187	Fcho1	-0.247237522607392	0.000337999662000338	0.00406926322045641	FALSE
536	5031439G07Rik	Snhg11	0.248739305459749	0.000341999658000342	0.00410973842757501	FALSE
537	Fam163b	Sprn	0.248173734586649	0.000345999654000346	0.00415006288904326	FALSE
538	Pcp4	BC005764	-0.245693184665067	0.00034999965000035	0.00419023744545029	FALSE
539	Fezf2	Gap43	0.247859376018834	0.000355999644000356	0.00424628464260425	FALSE
540	Cpne9	Sez6	-0.245389808055953	0.000355999644000356	0.00424628464260425	FALSE
541	Sez6	Mfsd10	0.247531290002643	0.00035999964000036	0.00427815070339911	FALSE
542	Lrrtm1	Snap47	0.247477752953975	0.00035999964000036	0.00427815070339911	FALSE
543	Enpp2	Bmp1	0.247277332207683	0.000361999638000362	0.00427823792359694	FALSE
544	Fxyd6	Meg3	-0.245179778095797	0.000361999638000362	0.00427823792359694	FALSE
545	Miat	Chgb	-0.245167423392258	0.000361999638000362	0.00427823792359694	FALSE
546	Cyb561	Fam131a	0.247203203986451	0.000365999634000366	0.00431746016341415	FALSE
547	Camk1g	5031439G07Rik	0.247059065778501	0.000367999632000368	0.00431746016341415	FALSE
548	Adora1	Ncald	0.247045338330125	0.000367999632000368	0.00431746016341415	FALSE
549	Fam163b	Napb	0.246962973639867	0.000367999632000368	0.00431746016341415	FALSE
550	Ephb6	Chgb	0.246420739429007	0.000377999622000378	0.00442671920964443	FALSE
551	Nrsn1	Rasl11b	0.246282092200407	0.000383999616000384	0.0044888230973838	FALSE
552	Plekhb2	Crip2	0.24622855515174	0.000385999614000386	0.00449588338838424	FALSE
553	Lamp5	Rab26	-0.244177674364333	0.000385999614000386	0.00449588338838424	FALSE
554	Mfsd10	Fam131a	-0.243293626688905	0.000397999602000398	0.00462728418138008	FALSE
555	Dusp1	Leng8	-0.242966913417551	0.00040999959000041	0.00475821145800476	FALSE
