gene1	gene2	rho	p.value	FDR	limited
2824	Leng8	Cd6	-0.0893046017838819	0.201463798536201	0.459500115570706	FALSE
2825	Nrsn1	Il1a	0.0892826378664799	0.201599798400202	0.45964754035246	FALSE
2826	Chgb	Mlc1	0.0892524374800522	0.201721798278202	0.459686897936024	FALSE
2827	Cyr61	Meg3	0.0892442010110265	0.201759798240202	0.459686897936024	FALSE
2828	Cyb561	Cplx1	0.0890794716305119	0.202581797418203	0.461396519508714	FALSE
2829	Sez6	Cplx1	0.0890684896718109	0.202653797346203	0.46139735196426	FALSE
2830	Ccl4	Eng	0.0889998524299299	0.203015796984203	0.462058214973587	FALSE
2831	Cpne6	Atg9a	-0.0889874977263914	0.203141796858203	0.462181672046516	FALSE
2832	Flna	Nptx1	0.0889325879328864	0.203393796606203	0.462591611560931	FALSE
2833	Csdc2	Fcho1	0.0889023875464587	0.203539796460204	0.462760264384106	FALSE
2834	Cyb561	Pigq	0.0888625779461677	0.203753796246204	0.463083345667537	FALSE
2835	Il1a	Cd6	-0.0888488504977916	0.203877796122204	0.463201723041663	FALSE
2836	Camk1g	Rasl11b	0.0888200228562015	0.203983796016204	0.463279136156689	FALSE
2837	Enpp2	Fcho1	0.088785704235261	0.204149795850204	0.463492715922159	FALSE
2838	Col6a1	Snap47	-0.08868823935179	0.204681795318205	0.464536801847976	FALSE
2839	Ccl4	Meg3	-0.0886237203444218	0.204999795000205	0.464980768117823	FALSE
2840	Igfbp4	Camk1g	0.0886154838753959	0.205021794978205	0.464980768117823	FALSE
2841	Trim46	Ttr	-0.0885976381925069	0.205131794868205	0.465066487415033	FALSE
2842	Sppl2b	Clip3	-0.0885729287854298	0.205253794746205	0.465179342702431	FALSE
2843	Aldoc	Ephb6	-0.0885097825228991	0.205573794426206	0.465631291752674	FALSE
2844	Fos	Nfatc1	-0.0885056642883864	0.205597794402206	0.465631291752674	FALSE
2845	Crip2	Nfatc1	-0.0884438907706933	0.205945794054206	0.465982242131562	FALSE
2846	Aldoc	Sppl2b	-0.0884411452810181	0.205961794038206	0.465982242131562	FALSE
2847	Calb1	Akna	-0.0884397725361805	0.205969794030206	0.465982242131562	FALSE
2848	Pim3	Chst1	-0.0883848627426755	0.206259793740206	0.4662764418582	FALSE
2849	Trim46	Frmd8	-0.0883766262736498	0.206327793672206	0.4662764418582	FALSE
2850	Sppl2b	Mlc1	0.0883615260804359	0.206369793630206	0.4662764418582	FALSE
2851	Ccl4	Ncald	-0.0883574078459233	0.206419793580206	0.4662764418582	FALSE
2852	Lamp5	Clip3	-0.0883491713768976	0.206461793538206	0.4662764418582	FALSE
2853	BC005764	Ranbp3	0.0882901433488796	0.206713793286207	0.466681928691363	FALSE
2854	Malat1	Frmd8	-0.088191305720571	0.207303792696207	0.467752349474541	FALSE
2855	Aldoc	Crip2	-0.088173460037682	0.207397792602207	0.467752349474541	FALSE
2856	Hpcal4	Syt6	0.0881514961202799	0.207405792594207	0.467752349474541	FALSE
2857	Cpne9	Prkar1b	0.0880512857471335	0.207885792114208	0.468628481686424	FALSE
2858	Gap43	Nfatc1	-0.0880746224093731	0.207939792060208	0.468628481686424	FALSE
2859	Ephb6	Tubb4a	0.0879936304639534	0.208183791816208	0.469014271804196	FALSE
2860	Mbp	C1qb	0.0879126385185337	0.208611791388209	0.46981417773827	FALSE
2861	Cyr61	Snap47	-0.0879167567530468	0.208741791258209	0.469942634566278	FALSE
2862	C1qb	Sprn	-0.0878961655804824	0.208839791160209	0.46999898492764	FALSE
2863	Cyb561	Camk1g	-0.0877987006970113	0.209301790698209	0.470812806926202	FALSE
2864	Aldoc	Cckbr	0.0877588910967201	0.209409790590209	0.470812806926202	FALSE
2865	Dusp1	Napb	0.087741045413831	0.209485790514209	0.470812806926202	FALSE
2866	Igfbp4	Nefl	0.0877396726689934	0.20949379050621	0.470812806926202	FALSE
2867	3110035E14Rik	Eng	-0.0876161256336077	0.21027378972621	0.472400934644758	FALSE
2868	Ephb6	Atg9a	0.087548861136564	0.21044378955621	0.47261800855354	FALSE
2869	Nptx1	Rnf187	0.0875296427088373	0.210553789446211	0.472700229286526	FALSE
2870	Rgs11	Mc4r	0.0875008150672473	0.210701789298211	0.472867674170653	FALSE
2871	Bmp1	Sirt7	0.0874308050805286	0.211039788960211	0.473363687499822	FALSE
2872	Cck	Clip3	0.0874266868460157	0.211069788930211	0.473363687499822	FALSE
2873	Nptx2	Ap1b1	0.0873745225421861	0.211325788674211	0.473772852367071	FALSE
2874	Fxyd6	Dkk3	0.0873525586247842	0.211421788578211	0.473823152481649	FALSE
2875	Lamp5	Frmd8	-0.0873704043076733	0.211659788340212	0.473966741733154	FALSE
2876	Calb1	Ephb6	-0.0873635405834852	0.211685788314212	0.473966741733154	FALSE
2877	Sirt7	Adam11	0.0872921578519288	0.211745788254212	0.473966741733154	FALSE
2878	Eif4h	Eng	-0.0873319674522199	0.211845788154212	0.473966741733154	FALSE
2879	Galnt9	Flna	0.0872729394242021	0.211853788146212	0.473966741733154	FALSE
2880	Nefl	Foxp2	-0.0872907851070914	0.212047787952212	0.474236042430624	FALSE
2881	Ndn	Ap1b1	0.087215284141022	0.212155787844212	0.474312887714186	FALSE
2882	Cckbr	Prkar1b	-0.0872180296306975	0.212435787564212	0.474547570528712	FALSE
2883	Aldoc	Tmem145	-0.0872111659065093	0.212463787536212	0.474547570528712	FALSE
2884	Rab26	Mbp	0.087146646899141	0.212481787518212	0.474547570528712	FALSE
2885	Galnt9	Mlc1	-0.087190574733945	0.212563787436213	0.474566154203343	FALSE
2886	Lamp5	Akna	-0.0871164465127134	0.212953787046213	0.475085722282699	FALSE
2887	Snhg11	Chgb	-0.0871082100436877	0.213011786988213	0.475085722282699	FALSE
2888	Robo3	Ptpn5	-0.0871068372988501	0.213017786982213	0.475085722282699	FALSE
2889	Ephb6	Slc3a2	0.0869874084979768	0.213341786658213	0.475643630275373	FALSE
2890	Nrsn1	Ttr	-0.087016236139567	0.213451786548213	0.475648770978694	FALSE
2891	Dnajc5	Adam11	-0.0870079996705413	0.213491786508213	0.475648770978694	FALSE
2892	Pcp4	Pvrl4	0.0868679796971038	0.213965786034214	0.476251769096267	FALSE
2893	Sez6	Chgb	0.0868611159729157	0.213991786008214	0.476251769096267	FALSE
2894	Rgs11	Trim46	0.0868487612693771	0.214069785930214	0.476251769096267	FALSE
2895	Mbp	Syt6	0.0868281700968128	0.214199785800214	0.476251769096267	FALSE
2896	Aamp	Cck	0.086791105986197	0.214405785594214	0.476251769096267	FALSE
2897	Il1a	Ttr	0.0867883604965217	0.214409785590214	0.476251769096267	FALSE
2898	Rasl11b	Slc3a2	0.0867732603033079	0.214487785512214	0.476251769096267	FALSE
2899	Ptpn5	Gap43	-0.0868158153932743	0.214509785490215	0.476251769096267	FALSE
2900	Cyr61	Fam163b	0.0867567873652565	0.214573785426215	0.476251769096267	FALSE
2901	Ptpn5	Chgb	0.0867567873652565	0.214573785426215	0.476251769096267	FALSE
2902	Fxyd6	Ctsz	-0.0868048334345732	0.214575785424215	0.476251769096267	FALSE
2903	Nptx2	Cplx1	0.0867252142339912	0.214743785256215	0.476429469851522	FALSE
2904	Ranbp3	Syt6	-0.0867622783446071	0.214803785196215	0.476429469851522	FALSE
2905	Fezf2	Foxp2	0.0866552042472725	0.215073784926215	0.476713287992594	FALSE
2906	Bmp1	Plekhb2	0.0866401040540587	0.215145784854215	0.476713287992594	FALSE
2907	Sez6	Necab3	-0.0866963865924013	0.215153784846215	0.476713287992594	FALSE
2908	Sirt7	Nefl	-0.0866332403298706	0.215493784506215	0.477213434126772	FALSE
2909	Sparcl1	Rasl11b	-0.0866140219021441	0.215579784420216	0.477213434126772	FALSE
2910	Sparcl1	Gap43	0.0865508756396133	0.215601784398216	0.477213434126772	FALSE
2911	Nptx2	Gdf5	0.0865220479980232	0.215721784278216	0.477315016329779	FALSE
2912	Malat1	Tmem145	0.0864849838874075	0.215921784078216	0.477544504947771	FALSE
2913	Cnih3	Mlc1	0.086475374673544	0.215973784026216	0.477544504947771	FALSE
2914	Fezf2	Bin2	0.0864424287974411	0.216157783842216	0.477630553876295	FALSE
2915	Cpne9	Rab26	-0.0864808656528946	0.216269783730216	0.477630553876295	FALSE
2916	Rn45s	Akna	0.0864012464523125	0.216351783648216	0.477630553876295	FALSE
2917	Fxyd6	Syt6	-0.0864589017354926	0.216365783634216	0.477630553876295	FALSE
2918	Cplx1	Gap43	0.0863806552797481	0.216479783520216	0.477630553876295	FALSE
2919	Ptpn5	Atg9a	0.0863724188107224	0.216521783478217	0.477630553876295	FALSE
2920	Ephb6	Ctsz	0.0863696733210472	0.216531783468217	0.477630553876295	FALSE
2921	Limk2	Ptgds	-0.0863957554729622	0.216695783304217	0.477828668354146	FALSE
2922	Bmp1	Limk2	0.0862406353063108	0.217189782810217	0.478754069500551	FALSE
2923	Calb1	C1qb	-0.0862557354995248	0.217435782564217	0.47901254971522	FALSE
2924	Camk1g	Fos	0.0861774890437802	0.217455782544217	0.47901254971522	FALSE
2925	Snap47	Akna	-0.086207689430208	0.217687782312218	0.479359660127519	FALSE
2926	Apoe	Sez6	-0.0861747435541051	0.217831782168218	0.479512819188479	FALSE
2927	Bmp1	Pvrl4	-0.0861472886573527	0.217995782004218	0.479709884485537	FALSE
2928	Ccl4	Necab3	-0.08606217847742	0.218481781518218	0.480615148483212	FALSE
2929	Bmp1	Sprn	-0.0860168778977786	0.218699781300219	0.480770707625197	FALSE
2930	Necab3	Napb	0.0859578498697608	0.218701781298219	0.480770707625197	FALSE
2931	Rasl11b	Ptgds	0.0858933308623926	0.219057780942219	0.481389002746105	FALSE
2932	Mbp	Gadd45g	-0.085805475192785	0.21987178012822	0.48301300675507	FALSE
2933	Nr4a1	Igfbp4	0.0856791826677235	0.22013577986422	0.483311608712931	FALSE
2934	Rnf187	Eng	-0.0857437016750919	0.22015777984222	0.483311608712931	FALSE
2935	Cnih3	Rgs11	-0.0857258559922029	0.22024177975822	0.483315834804056	FALSE
2936	Nr4a1	Il1a	-0.0857093830541513	0.22030977969022	0.483315834804056	FALSE
2937	Gadd45g	Ttr	0.0855995634671416	0.220509779490221	0.483589884132281	FALSE
2938	Limk2	Ttr	-0.085620154639706	0.220851779148221	0.484084825884551	FALSE
2939	Cpne6	Meg3	0.0855350444597733	0.220885779114221	0.484084825884551	FALSE
2940	Lrrtm1	Aamp	0.0854993530939953	0.221081778918221	0.484226101769819	FALSE
2941	Lamp5	Rgs11	-0.0855542628875001	0.221155778844221	0.484226101769819	FALSE
2942	Ccl4	Cd6	-0.0855501446529874	0.221175778824221	0.484226101769819	FALSE
2943	Slc30a3	Limk2	0.0854362068314646	0.221419778580221	0.484595580643971	FALSE
2944	Cyb561	Prkar1b	0.0853867880173103	0.221721778278222	0.485083092792713	FALSE
2945	Ctsz	Gap43	0.0853565876308826	0.221861778138222	0.485083092792713	FALSE
2946	Nptx2	Sppl2b	0.0853524693963698	0.221901778098222	0.485083092792713	FALSE
2947	Gadd45g	Gdf5	0.0853442329273439	0.221943778056222	0.485083092792713	FALSE
2948	Aldoc	Fos	0.0853277599892925	0.222019777980222	0.48508459632653	FALSE
2949	Plekhb2	Nfatc1	0.0853126597960787	0.222131777868222	0.485164727449718	FALSE
2950	Csdc2	Sez6	-0.0853456056721817	0.222243777756222	0.485244804246721	FALSE
2951	Galnt9	Plekhb2	0.0852014674642314	0.222763777236223	0.486111733400462	FALSE
2952	Slc30a3	Mbp	-0.085239904319685	0.222791777208223	0.486111733400462	FALSE
2953	Hpcal4	Trim46	0.0851767580571542	0.222883777116223	0.486147784763153	FALSE
2954	Mfsd10	Necab3	0.0851369484568631	0.223127776872223	0.486503174410531	FALSE
2955	Sirt7	Bin2	-0.085167148843291	0.223197776802223	0.486503174410531	FALSE
2956	Pigq	Mfsd10	0.0850820386633583	0.223457776542223	0.486853726876405	FALSE
2957	Cst3	Ttr	0.0850724294494949	0.223509776490224	0.486853726876405	FALSE
2958	Robo3	Gaa	-0.0850957661117346	0.223599776400224	0.486885111492171	FALSE
2959	Lamp5	Eng	0.0850202651456653	0.223787776212224	0.487129796073989	FALSE
2960	Sprn	Akna	-0.0850367380837169	0.223949776050224	0.487309780167423	FALSE
2961	Pigq	Nfatc1	-0.0850230106353407	0.224021775978224	0.487309780167423	FALSE
2962	Cnih3	BC005764	-0.0849777100556992	0.224271775728224	0.487688895160531	FALSE
2963	Arc	Plekhb2	0.0848280808683983	0.224891775108225	0.488655263115395	FALSE
2964	Arc	Ptgds	-0.0848541630203132	0.224943775056225	0.488655263115395	FALSE
2965	Bmp1	Rasl11b	-0.0848541630203132	0.224943775056225	0.488655263115395	FALSE
2966	Flna	Tubb4a	-0.084818471654535	0.225147774852225	0.488747278772937	FALSE
2967	Nr4a1	Fam131a	0.0847704255852182	0.225195774804225	0.488747278772937	FALSE
2968	Cnih3	Dusp1	0.0847690528403806	0.225213774786225	0.488747278772937	FALSE
2969	Dkk3	Ptpn5	0.0847402251987905	0.225355774644225	0.48889071892336	FALSE
2970	Rgs11	Dusp1	0.0846358965911314	0.225951774048226	0.49001864533489	FALSE
2971	Nptx2	Cst3	0.0845878505218146	0.226197773802226	0.490069947051775	FALSE
2972	Galnt9	Eng	-0.0846386420808067	0.226201773798226	0.490069947051775	FALSE
2973	Enpp2	Prkar1b	0.0845864777769769	0.226209773790226	0.490069947051775	FALSE
2974	Rgs11	Sparcl1	-0.0846207963979175	0.226279773720226	0.490069947051775	FALSE
2975	Pigq	Leng8	0.0845205860247711	0.226557773442227	0.490324419682296	FALSE
2976	Nrsn1	Sppl2b	-0.0845576501353871	0.226627773372227	0.490324419682296	FALSE
2977	Leng8	Cck	-0.084546668176686	0.226691773308227	0.490324419682296	FALSE
2978	Ephb6	Akna	-0.0845452954318484	0.226701773298227	0.490324419682296	FALSE
2979	BC005764	Il1a	0.0844588125070781	0.226883773116227	0.490427624337476	FALSE
2980	Camk1g	Trim46	0.0844560670174029	0.226901773098227	0.490427624337476	FALSE
2981	Ephb6	Ncdn	0.0843874297755218	0.227321772678227	0.49117059302934	FALSE
2982	Cplx1	Akna	-0.08433663821653	0.227893772106228	0.492241376973915	FALSE
2983	Aamp	Frmd8	0.084162299622152	0.228615771384229	0.493536278064526	FALSE
2984	Fezf2	Slc3a2	0.0841471994289381	0.228701771298229	0.493536278064526	FALSE
2985	Akna	Pvrl4	-0.0841705360911778	0.228785771214229	0.493536278064526	FALSE
2986	Cst3	Chgb	0.0841279810012114	0.228799771200229	0.493536278064526	FALSE
2987	Fxyd6	Sparcl1	-0.0841211172770233	0.229025770974229	0.493858383275865	FALSE
2988	Mfsd10	Clip3	-0.0841032715941343	0.229125770874229	0.493908664725873	FALSE
2989	Eng	Pvrl4	-0.0839838427932613	0.22982577017423	0.495251852021484	FALSE
2990	Robo3	Igfbp4	0.0838699049717385	0.23017776982223	0.495695935597946	FALSE
2991	Igfbp4	Cckbr	0.0838671594820634	0.23018576981423	0.495695935597946	FALSE
2992	Cst3	Faah	-0.0838808869304397	0.23040976959023	0.495907007601178	FALSE
2993	Robo3	Rn45s	0.0838232316472595	0.23043776956223	0.495907007601178	FALSE
2994	Fezf2	Sppl2b	-0.083821858902422	0.230763769236231	0.496207954242496	FALSE
2995	Dkk3	Nrsn1	0.0837628308744041	0.230767769232231	0.496207954242496	FALSE
2996	Arc	Cck	-0.0838095041988833	0.230841769158231	0.496207954242496	FALSE
2997	BC005764	Mc4r	0.0837436124466774	0.230885769114231	0.496207954242496	FALSE
2998	Rab26	Ncdn	-0.0837285122534637	0.231299768700231	0.496931891326948	FALSE
2999	Cpne6	Slc3a2	-0.0836736024599589	0.231607768392232	0.49727300539011	FALSE
3000	Ctsz	Napb	-0.083651638542557	0.231741768258232	0.49727300539011	FALSE
3001	Dkk3	Aamp	0.0835761375764875	0.231773768226232	0.49727300539011	FALSE
3002	Robo3	Tollip	-0.083629674625155	0.231871768128232	0.49727300539011	FALSE
3003	Fezf2	Sparcl1	0.0835500554245727	0.231917768082232	0.49727300539011	FALSE
3004	Sparcl1	Chgb	0.0835486826797351	0.231921768078232	0.49727300539011	FALSE
3005	Fam163b	Trim46	-0.083495145631068	0.232625767374233	0.49861649506071	FALSE
3006	Apoe	Pim3	-0.0834608270101276	0.232831767168233	0.49877751785035	FALSE
3007	Cyr61	Tollip	0.0833839532992205	0.232855767144233	0.49877751785035	FALSE
3008	Ncald	Gadd45g	0.0833427709540919	0.233085766914233	0.49910419703942	FALSE
3009	Gaa	Rnf187	0.0832727609673732	0.233429766570233	0.499674684771975	FALSE
3010	Camk1g	Pim3	0.0832466788154584	0.233557766442234	0.499782582609444	FALSE
3011	Csdc2	Atg9a	0.0831917690219536	0.233895766104234	0.500025399775529	FALSE
3012	Rab26	Eng	0.0831890235322783	0.233911766088234	0.500025399775529	FALSE
3013	Pcp4	Gdf5	-0.0832755064570485	0.233947766052234	0.500025399775529	FALSE
3014	Calb1	Ptpn5	0.0831766688287398	0.233981766018234	0.500025399775529	FALSE
3015	Fezf2	Eng	0.0831217590352349	0.234313765686234	0.500568810873975	FALSE
3016	Csdc2	Eng	0.0830641037520548	0.234635765364235	0.50095857494464	FALSE
3017	Cck	Fcho1	-0.0831464684423122	0.234651765348235	0.50095857494464	FALSE
3018	Enpp2	Nfatc1	-0.0830490035588412	0.235265764734235	0.502022004105853	FALSE
3019	Leng8	Ttr	-0.0830407670898154	0.235305764694235	0.502022004105853	FALSE
3020	Lamp5	Dnajc5	-0.0829803663169599	0.235611764388236	0.502508402127359	FALSE
3021	Lamp5	Tmem145	-0.0829446749511817	0.235819764180236	0.502627609181852	FALSE
3022	Rab26	Snhg11	0.0828417190883601	0.235829764170236	0.502627609181852	FALSE
3023	Pigq	Atg9a	0.0828279916399839	0.235901764098236	0.502627609181852	FALSE
3024	Adora1	Mc4r	-0.0828911379025146	0.236147763852236	0.502985366062253	FALSE
3025	Igfbp4	Eif4h	0.0827003263700851	0.236553763446237	0.503683567060235	FALSE
3026	Hpcal4	Bin2	-0.0827373904807009	0.237003762996237	0.504389162607864	FALSE
3027	Aldoc	Dkk3	0.0826069797211268	0.237041762958237	0.504389162607864	FALSE
3028	Syt6	Pvrl4	0.0825506971827843	0.237319762680237	0.504555825259478	FALSE
3029	Dnajc5	Mlc1	0.0825397152240833	0.237385762614237	0.504555825259478	FALSE
3030	Ephb6	Leng8	0.0825273605205448	0.237455762544237	0.504555825259478	FALSE
3031	Enpp2	Syt6	-0.0826522803007685	0.237487762512237	0.504555825259478	FALSE
3032	Pcp4	Ndn	0.0825191240515191	0.237511762488238	0.504555825259478	FALSE
3033	Il1a	Syt6	0.0824944146444419	0.237649762350238	0.504682531914896	FALSE
3034	Fam163b	Sez6	0.0824655870028518	0.237811762188238	0.504860105555188	FALSE
3035	Cpne9	Plekhb2	0.082428522892236	0.238015761984238	0.505126696191261	FALSE
3036	3110035E14Rik	Snap47	0.0824051862299965	0.238145761854238	0.505236117293527	FALSE
3037	Lamp5	Necab3	0.0823763585884064	0.238343761656238	0.505489683512621	FALSE
3038	Bmp1	Fam131a	-0.0824669597476895	0.238505761494238	0.505666757664381	FALSE
3039	Nefl	Mc4r	-0.0824189136783728	0.238785761214239	0.505965469034531	FALSE
3040	Col6a1	Cck	0.0822939938981492	0.238803761196239	0.505965469034531	FALSE
3041	Igfbp4	Cst3	-0.0823873405471076	0.238965761034239	0.505970665176876	FALSE
3042	Chgb	Frmd8	0.0822500660633453	0.239045760954239	0.505970665176876	FALSE
3043	Enpp2	Gdf5	-0.0823502764364918	0.239177760822239	0.505970665176876	FALSE
3044	Pim3	Chgb	0.0822171201872424	0.239219760780239	0.505970665176876	FALSE
3045	Nr4a1	Nfatc1	0.0821979017595156	0.239325760674239	0.505970665176876	FALSE
3046	Rab26	Meg3	0.0821937835250027	0.239355760644239	0.505970665176876	FALSE
3047	Galnt9	Gadd45g	0.0821828015663018	0.239425760574239	0.505970665176876	FALSE
3048	Limk2	Necab3	-0.082280266449773	0.23954576045424	0.505970665176876	FALSE
3049	Cpne6	Akna	-0.0822788937049355	0.23955576044424	0.505970665176876	FALSE
3050	Sppl2b	Snap47	-0.0822720299807474	0.23959176040824	0.505970665176876	FALSE
3051	Sppl2b	Nefl	-0.0822596752772087	0.23967176032824	0.505973716248506	FALSE
3052	Il1a	Pvrl4	-0.0822322203804564	0.23984776015224	0.506179365380268	FALSE
3053	Pim3	Ncdn	0.0820812184483178	0.23997176002824	0.506275174039271	FALSE
3054	Ctsz	Tmem145	-0.0821347554969851	0.24033775966224	0.50676313013579	FALSE
3055	Hpcal4	Mfsd10	-0.0821292645176348	0.24037975962024	0.50676313013579	FALSE
3056	Apoe	Lrrtm1	-0.0821073006002329	0.24048575951424	0.50676313013579	FALSE
3057	Arc	Nrsn1	0.0819878717993595	0.240517759482241	0.50676313013579	FALSE
3058	Dusp1	Fam131a	0.0819713988613081	0.240625759374241	0.506824890820629	FALSE
3059	Limk2	Sprn	-0.0820620000205911	0.240751759248241	0.506924511709029	FALSE
3060	Fxyd6	Rgs11	-0.0820029719925734	0.241115758884241	0.507525033651437	FALSE
3061	Mbp	Slc3a2	-0.0819631623922825	0.241363758636241	0.507881074608308	FALSE
3062	Arc	Cckbr	0.0818094149704688	0.241495758504241	0.507915345169865	FALSE
3063	Tmem145	Clip3	0.0818039239911182	0.241537758462242	0.507915345169865	FALSE
3064	Limk2	Ncald	-0.0819027616194272	0.241733758266242	0.507947760154001	FALSE
3065	Robo3	Serinc2	0.0817668598805025	0.241761758238242	0.507947760154001	FALSE
3066	Csdc2	Limk2	0.081761368901152	0.241789758210242	0.507947760154001	FALSE
3067	Mbp	Mfsd10	-0.0818176514394946	0.242243757756242	0.508533369467928	FALSE
3068	Fxyd6	Eng	-0.0818149059498194	0.242261757738242	0.508533369467928	FALSE
3069	Apoe	Frmd8	0.0816556675486552	0.242441757558242	0.508533369467928	FALSE
3070	Ephb6	Frmd8	0.0816446855899542	0.242501757498243	0.508533369467928	FALSE
3071	Cck	Mlc1	0.0815897757964493	0.242801757198243	0.508533369467928	FALSE
3072	Cckbr	Fos	0.0815815393274236	0.242859757140243	0.508533369467928	FALSE
3073	Cnih3	5031439G07Rik	-0.0817023408731343	0.242867757132243	0.508533369467928	FALSE
3074	Csdc2	Foxp2	-0.0816995953834592	0.242875757124243	0.508533369467928	FALSE
3075	Arc	Pvrl4	0.0815664391342098	0.242953757046243	0.508533369467928	FALSE
3076	Cyr61	Foxp2	0.0815554571755088	0.243011756988243	0.508533369467928	FALSE
3077	Flna	Mc4r	0.0815307477684316	0.243171756828243	0.508533369467928	FALSE
3078	Ptgds	Slc3a2	-0.0816446855899544	0.243173756826243	0.508533369467928	FALSE
3079	BC005764	Frmd8	-0.0816378218657663	0.243205756794243	0.508533369467928	FALSE
3080	Galnt9	Pim3	0.0815087838510297	0.243303756696243	0.508533369467928	FALSE
3081	BC005764	Aamp	-0.0816144852035268	0.243315756684243	0.508533369467928	FALSE
3082	Fcho1	Frmd8	-0.081613112458689	0.243331756668243	0.508533369467928	FALSE
3083	Cst3	Bin2	0.0814717197404139	0.243511756488244	0.508721534080022	FALSE
3084	Csdc2	Nefl	-0.0815705573687229	0.243579756420244	0.508721534080022	FALSE
3085	Gaa	Cplx1	0.0813536636843785	0.244235755764244	0.509915468697623	FALSE
3086	Sparcl1	Prkar1b	0.0813399362360022	0.244309755690244	0.509915468697623	FALSE
3087	Sez6	Gap43	0.081326208787626	0.244395755604244	0.509929725250061	FALSE
3088	Cyr61	Pigq	0.0812918901666855	0.244609755390245	0.510152512155926	FALSE
3089	Gadd45g	Cd6	0.081268553504446	0.244745755254245	0.510152512155926	FALSE
3090	Snap47	Eng	-0.0813454272153529	0.244857755142245	0.510152512155926	FALSE
3091	Faah	Foxp2	0.0812479623318816	0.244867755132245	0.510152512155926	FALSE
3092	Aamp	Foxp2	-0.0813275815324637	0.244947755052245	0.510152512155926	FALSE
3093	Ranbp3	Ptpn5	0.0812259984144796	0.244977755022245	0.510152512155926	FALSE
3094	Fos	Il1a	-0.0812918901666857	0.245165754834245	0.510379000286804	FALSE
3095	Plekhb2	Il1a	0.0811257880413333	0.245571754428246	0.51094804137754	FALSE
3096	Camk1g	Miat	-0.0812163892006164	0.245597754402246	0.51094804137754	FALSE
3097	Lamp5	Fezf2	-0.0811765796003254	0.245827754172246	0.511160075480776	FALSE
3098	Limk2	C1qb	-0.081160106662274	0.245919754080246	0.511160075480776	FALSE
3099	Nptx1	Dnajc5	0.0810640145236403	0.245937754062246	0.511160075480776	FALSE
3100	Nefl	Eng	-0.0810406778614008	0.246629753370247	0.512367432811542	FALSE
3101	Nptx1	Rn45s	0.0809432129779296	0.246677753322247	0.512367432811542	FALSE
3102	Pim3	Mlc1	-0.0810159684543237	0.246797753202247	0.512451427587257	FALSE
3103	Lamp5	Fos	-0.0809720406195198	0.247039752960247	0.512611813958234	FALSE
3104	Csdc2	Aamp	0.0808773212257238	0.247079752920247	0.512611813958234	FALSE
3105	Plekhb2	Foxp2	0.0808704575015357	0.247113752886247	0.512611813958234	FALSE
3106	Flna	Eng	0.0808375116254327	0.247311752688247	0.512857372525757	FALSE
3107	Fcho1	Gap43	-0.0808512390738092	0.247695752304248	0.513488361954187	FALSE
3108	Eif4h	Pvrl4	0.0807496559558251	0.247821752178248	0.513584268269013	FALSE
3109	Calb1	Gdf5	-0.0807084736106964	0.248463751536248	0.514678877604081	FALSE
3110	Dkk3	Malat1	0.0806261089204391	0.248509751490249	0.514678877604081	FALSE
3111	Cnih3	Gap43	0.0805204075679422	0.249191750808249	0.515925447430387	FALSE
3112	Sez6	Nfatc1	-0.0805519806992077	0.249387750612249	0.515949645900065	FALSE
3113	Nfatc1	Eng	-0.0805478624646947	0.249407750592249	0.515949645900065	FALSE
3114	Igfbp4	Ctsz	0.0804751069883007	0.249443750556249	0.515949645900065	FALSE
3115	Mc4r	Cd6	-0.0805121710989167	0.24960975039025	0.515961180639204	FALSE
3116	Nr4a1	Crip2	-0.0804998163953781	0.24967375032625	0.515961180639204	FALSE
3117	5031439G07Rik	Bin2	-0.0804970709057029	0.24969575030425	0.515961180639204	FALSE
3118	Cplx1	Nfatc1	-0.0804847162021642	0.24976975023025	0.515961180639204	FALSE
3119	Ndn	Mfsd10	-0.0804641250295999	0.24985575014425	0.515973352574259	FALSE
3120	Lamp5	Limk2	-0.0804449066018731	0.24994775005225	0.515997903232866	FALSE
3121	Sez6	Mc4r	0.0803158685871367	0.25042574957425	0.516819049345641	FALSE
3122	Fezf2	Mfsd10	-0.0803433234838893	0.250579749420251	0.516937684791422	FALSE
3123	Apoe	Gap43	-0.0803309687803506	0.250643749356251	0.516937684791422	FALSE
3124	Fos	Meg3	-0.0802911591800597	0.250861749138251	0.517221679321214	FALSE
3125	Pigq	Akna	-0.0802087944898022	0.251383748616251	0.518040499233973	FALSE
3126	Limk2	Rnf187	-0.0802019307656141	0.251419748580251	0.518040499233973	FALSE
3127	Chst1	Fam131a	0.080111329606331	0.251631748368252	0.518311509830479	FALSE
3128	Gap43	Eng	-0.0800605380473391	0.252301747698252	0.519525433799374	FALSE
3129	Apoe	Leng8	0.0799617004190303	0.252525747474253	0.51975319717971	FALSE
3130	Nrsn1	Miat	-0.0800111192331847	0.252573747426253	0.51975319717971	FALSE
3131	Napb	Eng	-0.0799795461019195	0.252769747230253	0.519947765492847	FALSE
3132	Lrrtm1	Syt6	-0.0799699368880562	0.252829747170253	0.519947765492847	FALSE
3133	Pigq	Meg3	0.0798642355355592	0.253119746880253	0.520277055113445	FALSE
3134	Fezf2	Serinc2	0.0798532535768582	0.253195746804253	0.520277055113445	FALSE
3135	Galnt9	Faah	-0.0798820812184484	0.253323746676253	0.520277055113445	FALSE
